doi,type,year,source,title
10.1145/800276.810985,inproceedings,1981.0,Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - II): Human Interface and the User Interface - Volume 1981,Concise natural language interaction (abstract only)
10.1145/321812.321813,article,1974.0,J. ACM,Some Binary Derivation Systems
10.1145/28315.28355,inproceedings,1987.0,Proceedings of the International Conference on APL: APL in Transition,Implications of APL2 grammar
10.1145/800038.801049,inproceedings,1983.0,Proceedings of the Fourteenth SIGCSE Technical Symposium on Computer Science Education,Installation of a commercial database management system in a university environment
10.1145/126729.1056048,article,1991.0,SIGCHI Bull.,MAKING MARKS SELF-REVEALING
10.1145/317426.317445,inproceedings,1987.0,Proceedings of the ACM Conference on Hypertext,Exploring representation problems using hypertext
10.1145/84537.84552,article,1990.0,Commun. ACM,Likelihood ratio gradient estimation for stochastic systems
10.1145/800250.807476,inproceedings,1980.0,Proceedings of the 7th Annual Conference on Computer Graphics and Interactive Techniques,A structure from manipulation for text-graphic objects
10.1145/1148170.1148171,inproceedings,2006.0,Proceedings of the 29th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Quantum haystacks
10.1145/800266.810764,inproceedings,1965.0,Proceedings of the SHARE Design Automation Project,Cost value of design automation
,inproceedings,1985.0,Proceedings of the 22nd ACM/IEEE Design Automation Conference,Computer aided design for analog applications (panel session): an assessment
10.1145/1102974.1102976,article,1974.0,SIGSOC Bull.,A view of the data file access problem from the perspective of a research librarian
10.1145/1185448.1185636,inproceedings,2006.0,Proceedings of the 44th Annual ACM Southeast Conference,Software cultivation using the artificial intelligence design framework
10.1145/800120.803922,inproceedings,1973.0,Proceedings of the Eleventh Annual SIGCPS Computer Personnel Research Conference,Cognitive predictors of success in computer programmer training
10.1145/800006.807998,inproceedings,1971.0,Proceedings of the International Symposium on Extensible Languages,PPL - an extensible language that failed
,inproceedings,1990.0,Proceedings of the 5th International Software Process Workshop on Experience with Software Process Models,The Arcadia research project
10.1145/320599.320670,inproceedings,1985.0,Proceedings of the 1985 ACM Thirteenth Annual Conference on Computer Science,The human factors of natural language query systems
10.1145/97426.97997,inproceedings,1990.0,Proceedings of the 8th Annual International Conference on Systems Documentation,Artificial neural networks as cognitive tools for professional writing
10.1145/62548.62657,inproceedings,1988.0,Proceedings of the 16th Annual ACM SIGUCCS Conference on User Services,Hypermedia: a face lift for presentation research and development: a user services function
10.1145/15433.15850,inproceedings,1986.0,Proceedings of the Third ACM-SIGOIS Conference on Office Information Systems,On the malleability of people and computers: a focused approach to office ethnography
10.1145/74311.74318,inproceedings,1989.0,Proceedings of the 7th Annual International Conference on Systems Documentation,Creating effective hypercard online documentation and training
10.1145/17701.255364,inproceedings,1985.0,Proceedings of the International Conference on APL: APL and the Future,XPL: an expert systems framework in APL
