doi,type,year,source,title
10.1145/3486622.3493919,inproceedings,2022.0,IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,Local Maxima in ADCOPs via Side Payments
10.1145/3290688.3290693,inproceedings,2019.0,Proceedings of the Australasian Computer Science Week Multiconference,A Survey of Anonymity of Cryptocurrencies
10.1145/3485447.3511924,inproceedings,2022.0,Proceedings of the ACM Web Conference 2022,Creating Signature-Based Views for Description Logic Ontologies with Transitivity and Qualified Number Restrictions
10.3115/991813.991864,inproceedings,1982.0,Proceedings of the 9th Conference on Computational Linguistics - Volume 1,Procedural meaning representation by connotative dependency structures: an empirical approach to word semantics for analogical inferencing
10.1145/3450614.3461682,inproceedings,2021.0,"Adjunct Proceedings of the 29th ACM Conference on User Modeling, Adaptation and Personalization",The ‘Unreasonable’ Effectiveness of Graphical User Interfaces for Recommender Systems
10.1145/3338852.3339852,inproceedings,2019.0,Proceedings of the 32nd Symposium on Integrated Circuits and Systems Design,Energy efficient fJ/spike LTS e-Neuron using 55-nm node
10.1145/2039370.2039404,inproceedings,2011.0,Proceedings of the Seventh IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,Capacity metric for chip heterogeneous multiprocessors
10.1145/2598394.2609843,inproceedings,2014.0,Proceedings of the Companion Publication of the 2014 Annual Conference on Genetic and Evolutionary Computation,Template method hyper-heuristics
10.1145/2911996.2912045,inproceedings,2016.0,Proceedings of the 2016 ACM on International Conference on Multimedia Retrieval,Learning Music Embedding with Metadata for Context Aware Recommendation
10.1145/3534598,article,2022.0,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,Reliable Digital Forensics in the Air: Exploring an RF-based Drone Identification System
10.1145/3321707.3321752,inproceedings,2019.0,Proceedings of the Genetic and Evolutionary Computation Conference,Novelty search: a theoretical perspective
10.1145/3364641.3364647,inproceedings,2019.0,Proceedings of the XVIII Brazilian Symposium on Software Quality,Effects of Visualizing Technical Debts on a Software Maintenance Project
10.1145/3423334.3431450,inproceedings,2020.0,"Proceedings of the 4th ACM SIGSPATIAL Workshop on Location-Based Recommendations, Geosocial Networks, and Geoadvertising",From PIace2Vec to Multi-Scale Built-Environment Representation: A General-Purpose Distributional Embedding for Urban Data Analysis
10.1145/2493102.2493114,inproceedings,2013.0,Proceedings of the 6th International Symposium on Visual Information Communication and Interaction,A novel map-based visualization method based on liquid modelling
10.1145/3239060.3239069,inproceedings,2018.0,Proceedings of the 10th International Conference on Automotive User Interfaces and Interactive Vehicular Applications,Establishing the Role of a Virtual Lead Vehicle as a Novel Augmented Reality Navigational Aid
10.1145/2834965.2834970,inproceedings,2015.0,Proceedings of the 14th International Workshop on Adaptive and Reflective Middleware,Holons: towards a systematic approach to composing systems of systems
10.1145/2537734.2537735,inproceedings,2013.0,Proceedings of the 18th Australasian Document Computing Symposium,Economic models of search
10.1145/3632915,article,2024.0,Proc. ACM Program. Lang.,Predictive Monitoring against Pattern Regular Languages
10.1145/800142.805345,inproceedings,1981.0,Proceedings of the International Conference on APL,Parsing and evaluation of APL with operators
10.1145/3428226,article,2020.0,Proc. ACM Program. Lang.,A sparse iteration space transformation framework for sparse tensor algebra
10.1145/2797137,article,2015.0,ACM Trans. Inf. Syst.,KNET: A General Framework for Learning Word Embedding Using Morphological Knowledge
10.1145/2858036.2858168,inproceedings,2016.0,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,Integrating the Smart Home into the Digital Calendar
10.1145/3342558.3345395,inproceedings,2019.0,Proceedings of the ACM Symposium on Document Engineering 2019,Augmenting Music Sheets with Harmonic Fingerprints
10.1145/3183440.3195043,inproceedings,2018.0,Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings,Multimorphic testing
10.1145/2063576.2063940,inproceedings,2011.0,Proceedings of the 20th ACM International Conference on Information and Knowledge Management,Structured collaborative filtering
10.1145/3385032.3385038,inproceedings,2020.0,Proceedings of the 13th Innovations in Software Engineering Conference (Formerly Known as India Software Engineering Conference),Control-Flow based Anomaly Detection in the Bug-Fixing Process of Open-Source Projects
10.1145/2492189.2492206,article,2012.0,SIGIR Forum,Document ranking with quantum probabilities
10.1145/3136014.3136019,inproceedings,2017.0,Proceedings of the 10th ACM SIGPLAN International Conference on Software Language Engineering,Debugging with domain-specific events via macros
10.1145/3322905.3322928,inproceedings,2019.0,Proceedings of the 3rd International Conference on Digital Access to Textual Cultural Heritage,"A New Strategy for Arabic OCR: Archigraphemes, Letter Blocks, Script Grammar, and shape synthesis"
10.1145/3430506,article,2021.0,ACM Trans. Internet Technol.,Privacy Care: A Tangible Interaction Framework for Privacy Management
10.1145/3134383.3134409,inproceedings,2017.0,Proceedings of the 7th International Conference on Information Communication and Management,A Simulation Study on the Impact of Member Turnover on Team Knowledge Evolution
10.1145/3024969.3024986,inproceedings,2017.0,"Proceedings of the Eleventh International Conference on Tangible, Embedded, and Embodied Interaction",Texture Metaphors and Tangible Interaction: No Smooth Relationship?
10.1145/3231622.3231626,inproceedings,2018.0,Proceedings of the 11th International Symposium on Visual Information Communication and Interaction,PedaViz: Visualising Hour-Level Pedestrian Activity
10.1145/3184407.3184413,inproceedings,2018.0,Proceedings of the 2018 ACM/SPEC International Conference on Performance Engineering,To Adapt or Not to Adapt? Technical Debt and Learning Driven Self-Adaptation for Managing Runtime Performance
10.1145/3014812.3014821,inproceedings,2017.0,Proceedings of the Australasian Computer Science Week Multiconference,Evaluating WaveWatch: an ambient display of web traffic
10.1145/2976767.2976806,inproceedings,2016.0,Proceedings of the ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems,Technical debt in MDE: a case study on GMF/EMF-based projects
10.1145/3644479.3644482,inproceedings,2024.0,"Proceedings of the 2023 6th International Conference on E-Business, Information Management and Computer Science",Narrative Roads to Rebuild China's Global Image -Sentiment Analysis of Twitter Activities after China's Covid-19 Aid Activities in Italy
10.1145/3416914,article,2021.0,ACM/IMS Trans. Data Sci.,Transfer Urban Human Mobility via POI Embedding over Multiple Cities
10.1145/3098279.3098556,inproceedings,2017.0,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services,Finger tracking: facilitating non-commercial content production for mobile e-reading applications
10.1145/122344.1063893,article,1991.0,SIGART Bull.,"Book review: Natural Language Generation in Artificial Intelligence and Computational Linguistics Edited by Cecile L. Paris, William R. Swartout, and William C. Mann (Kluwer Academic, Dordrecht,1990)"
10.1145/3369810,article,2020.0,Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,Data-Driven Battery-Lifetime-Aware Scheduling for Electric Bus Fleets
10.1145/2406367.2406389,inproceedings,2012.0,Proceedings of the 11th International Conference on Mobile and Ubiquitous Multimedia,HiStory: a hierarchical storyboard interface design for video browsing on mobile devices
10.1145/512927.512942,inproceedings,1973.0,Proceedings of the 1st Annual ACM SIGACT-SIGPLAN Symposium on Principles of Programming Languages,Actor induction and meta-evaluation
10.1145/2459236.2459274,inproceedings,2013.0,Proceedings of the 4th Augmented Human International Conference,A system for visualizing human behavior based on car metaphors
10.1145/2851613.2851701,inproceedings,2016.0,Proceedings of the 31st Annual ACM Symposium on Applied Computing,Design and usability of a braille-based mobile audiogame environment
10.1145/3077136.3080729,inproceedings,2017.0,Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval,Gauging the Quality of Relevance Assessments using Inter-Rater Agreement
10.1145/2504459.2504506,inproceedings,2013.0,ACM SIGGRAPH 2013 Talks,Sketch-based pipeline for mass customization
10.1145/3459104.3459189,inproceedings,2021.0,"2021 International Symposium on Electrical, Electronics and Information Engineering",A Comparison between Virtual Reality and Augmented Reality on Upper-limb Prosthesis Control
10.1145/3183347,article,2018.0,ACM Trans. Intell. Syst. Technol.,D-Map+: Interactive Visual Analysis and Exploration of Ego-centric and Event-centric Information Diffusion Patterns in Social Media
10.1145/3292500.3330982,inproceedings,2019.0,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery    amp; Data Mining,Graph Convolutional Networks with EigenPooling
10.1145/2339530.2339643,inproceedings,2012.0,Proceedings of the 18th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Playlist prediction via metric embedding
10.1145/1935701.1935737,inproceedings,2010.0,"Proceedings of the Fifth International Conference on Tangible, Embedded, and Embodied Interaction",A mobile system for industrial maintenance support based on embodied interaction
10.1145/2505515.2505671,inproceedings,2013.0,Proceedings of the 22nd ACM International Conference on Information    amp; Knowledge Management,Graph-of-word and TW-IDF: new approach to ad hoc IR
10.1145/2661704.2661710,inproceedings,2014.0,Proceedings of the 1st International Workshop on Emerging Multimedia Applications and Services for Smart Cities,An Intuitive Touch Screen Interface for Car Remote Control
10.1145/2874239.2874274,article,2016.0,SIGCAS Comput. Soc.,False friends and false coinage: a tool for navigating the ethics of sociable robots
10.1145/2818048.2819988,inproceedings,2016.0,Proceedings of the 19th ACM Conference on Computer-Supported Cooperative Work    amp; Social Computing,Considering Time in Designing Large-Scale Systems for Scientific Computing
10.1145/2671470.2671473,inproceedings,2014.0,"Proceedings of the 2014 Ergonomie et Informatique Avancée Conference - Design, Ergonomie et IHM: Quelle Articulation Pour La Co-Conception de l'interaction",The role of the facilitator during digital creative sessions
10.1145/3373376.3378461,inproceedings,2020.0,Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems,Challenging Sequential Bitstream Processing via Principled Bitwise Speculation
10.1145/2933575.2934537,inproceedings,2016.0,Proceedings of the 31st Annual ACM/IEEE Symposium on Logic in Computer Science,Stochastic mechanics of graph rewriting
10.1145/2984511.2984585,inproceedings,2016.0,Proceedings of the 29th Annual Symposium on User Interface Software and Technology,Energy-Brushes: Interactive Tools for Illustrating Stylized Elemental Dynamics
10.1145/2254556.2254564,inproceedings,2012.0,Proceedings of the International Working Conference on Advanced Visual Interfaces,UISKEI: a sketch-based prototyping tool for defining and evaluating user interface behavior
10.1145/2676726.2676981,inproceedings,2015.0,Proceedings of the 42nd Annual ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,DReX: A Declarative Language for Efficiently Evaluating Regular String Transformations
10.1145/2702123.2702202,inproceedings,2015.0,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,"Easy to Draw, but Hard to Trace? On the Observability of Grid-based (Un)lock Patterns"
10.1145/2851581.2892361,inproceedings,2016.0,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,"Motion, Emotion, and Form: Exploring Affective Dimensions of Shape"
10.1145/3219811,article,2018.0,ACM Trans. Sen. Netw.,Mechanisms and Policies for Controlling Distributed Solar Capacity
10.1145/3292500.3330654,inproceedings,2019.0,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery    amp; Data Mining,DeepUrbanEvent: A System for Predicting Citywide Crowd Dynamics at Big Events
10.1145/2037296.2037331,inproceedings,2011.0,Proceedings of the 9th ACM SIGCHI Italian Chapter International Conference on Computer-Human Interaction: Facing Complexity,Searching digital audio broadcasting radio stations: usability and safety issues for in-vehicle devices
10.1145/3086512.3086533,inproceedings,2017.0,Proceedings of the 16th Edition of the International Conference on Articial Intelligence and Law,"Formalizing arguments, rules and cases"
10.1145/3077136.3080757,inproceedings,2017.0,Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval,Large-Scale Goodness Polarity Lexicons for Community Question Answering
10.1145/1328408.1328416,inproceedings,2008.0,Proceedings of the 2008 ACM SIGPLAN Symposium on Partial Evaluation and Semantics-Based Program Manipulation,Synthesizable high level hardware descriptions: using statically typed two-level languages to guarantee verilog synthesizability
10.1145/3319535.3354248,inproceedings,2019.0,Proceedings of the 2019 ACM SIGSAC Conference on Computer and Communications Security,The Catcher in the Field: A Fieldprint based Spoofing Detection for Text-Independent Speaker Verification
10.1145/1526709.1526797,inproceedings,2009.0,Proceedings of the 18th International Conference on World Wide Web,Measuring the similarity between implicit semantic relations from the web
10.1145/2044354.2044368,inproceedings,2011.0,Proceedings of the 23rd Conference on l'Interaction Homme-Machine,Repr\'{e}sentation visuelle interactive de l'importance subjective de crit\`{e}res de s\'{e}lection de donn\'{e}es
10.1145/3139958.3139995,inproceedings,2017.0,Proceedings of the 25th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,CityLines: Hybrid Hub-and-Spoke Urban Transit System
,inproceedings,2016.0,Proceedings of the 2016 International Conference on Autonomous Agents    amp; Multiagent Systems,Distributed Search for Pure Nash Equilibria in Graphical Games: (Extended Abstract)
10.1145/2724723,article,2015.0,J. Comput. Cult. Herit.,Integrating a Location-Based Mobile Game in the Museum Visit: Evaluating Visitors’ Behaviour and Learning
,inproceedings,2015.0,Proceedings of the 2015 Winter Simulation Conference,"Simulation experiments: better data, not just big data"
,inproceedings,2008.0,Proceedings of the 22nd International Conference on Computational Linguistics - Volume 1,A fluid knowledge representation for understanding and generating creative metaphors
10.1145/165299.165307,article,1993.0,SIGCOMM Comput. Commun. Rev.,Multicast channels for collaborative applications: design and performance evaluation
10.1145/2839462.2856529,inproceedings,2016.0,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction",Functional Interactive Tatting: Bringing Together a Traditional Handicraft and Electronics
10.1145/2517300.2528524,inproceedings,2013.0,Proceedings of the 3rd International Workshop on Trustworthy Embedded Devices,Physical unclonable functions: devices for cryptostorage
10.1145/3071178.3071344,inproceedings,2017.0,Proceedings of the Genetic and Evolutionary Computation Conference,Discovery of search objectives in continuous domains
10.1145/3106237.3106293,inproceedings,2017.0,Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering,Understanding the impact of support for iteration on code search
,inproceedings,2010.0,Proceedings of the NAACL HLT 2010 Second Workshop on Computational Approaches to Linguistic Creativity,Engineering linguistic creativity: bird flight and jet planes
10.1145/2857491.2857527,inproceedings,2016.0,Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research    amp; Applications,A rotary dial for gaze-based PIN entry
10.1145/2740908.2743042,inproceedings,2015.0,Proceedings of the 24th International Conference on World Wide Web,An Approach to Support Data Integrity for Web Services Using Semantic RESTful Interfaces
10.1145/2839462.2839468,inproceedings,2016.0,"Proceedings of the TEI '16: Tenth International Conference on Tangible, Embedded, and Embodied Interaction",Tangible Viewports: Getting Out of Flatland in Desktop Environments
,article,2010.0,J. Artif. Int. Res.,Text relatedness based on a word thesaurus
10.1145/800116.803746,inproceedings,1975.0,Proceedings of the Seventh Annual ACM Symposium on Theory of Computing,"Complexity measures and hierarchies for the evaluation of integers, polynomials, and n-linear forms"
10.1145/2652574.2653415,inproceedings,2012.0,Proceedings of the 2012 Conference on Ergonomie et Interaction Homme-Machine,IHM perl\'{e}es pour le Cloud Computing: premiers retours d'exp\'{e}rience en informatique m\'{e}dicale
10.1145/2009916.2010109,inproceedings,2011.0,Proceedings of the 34th International ACM SIGIR Conference on Research and Development in Information Retrieval,Time-based query performance predictors
10.1145/2499393.2499400,inproceedings,2013.0,Proceedings of the 9th International Conference on Predictive Models in Software Engineering,Building a second opinion: learning cross-company data
10.1145/3159450.3159598,inproceedings,2018.0,Proceedings of the 49th ACM Technical Symposium on Computer Science Education,Coding or Hacking? Exploring Inaccurate Views on Computing and Computer Scientists among K-6 Learners in Chile
10.1145/3372177.3373300,inproceedings,2020.0,Proceedings of the 2019 International SPBPU Scientific Conference on Innovations in Digital Economy,Impact of the Digital Economy on Investment Projects
10.1145/3324916,article,2019.0,ACM Trans. Softw. Eng. Methodol.,Neural Network-based Detection of Self-Admitted Technical Debt: From Performance to Explainability
,inproceedings,2014.0,Proceedings of the 2014 International Conference on Autonomous Agents and Multi-Agent Systems,Engineering multigroup agents for complex cooperative systems
10.1145/1389095.1389111,inproceedings,2008.0,Proceedings of the 10th Annual Conference on Genetic and Evolutionary Computation,Enhanced generalized ant programming (EGAP)
10.1145/1835449.1835480,inproceedings,2010.0,Proceedings of the 33rd International ACM SIGIR Conference on Research and Development in Information Retrieval,Optimal meta search results clustering
,inproceedings,2014.0,Proceedings of the 2014 Winter Simulation Conference,"Simulation experiments: better data, not just big data"
10.1145/2791405.2791532,inproceedings,2015.0,Proceedings of the Third International Symposium on Women in Computing and Informatics,Comparative Study of Visual Attention Models with Human Eye Gaze in Remote Sensing Images
10.1145/3210240.3210322,inproceedings,2018.0,"Proceedings of the 16th Annual International Conference on Mobile Systems, Applications, and Services",TYTH-Typing On Your Teeth: Tongue-Teeth Localization for Human-Computer Interface
10.1145/3057857,article,2017.0,ACM Trans. Comput.-Hum. Interact.,Visual Simple Transformations: Empowering End-Users to Wire Internet of Things Objects
10.1145/2702123.2702428,inproceedings,2015.0,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,Survival Analysis: Objective assessment of Wait Time in HCI
,inproceedings,2013.0,Proceedings of the 4th International Workshop on Managing Technical Debt,Managing technical debt: an industrial case study
10.1145/1690388.1690398,inproceedings,2009.0,Proceedings of the International Conference on Advances in Computer Entertainment Technology,An intelligent agent with affect sensing from metaphorical language and speech
10.1145/3063386.3063771,inproceedings,2017.0,Proceedings of the 2nd International Workshop on Science of Smart City Operations and Platforms Engineering,Array of things: a scientific research instrument in the public way: platform design and early lessons learned
10.1145/3034786.3034787,inproceedings,2017.0,Proceedings of the 36th ACM SIGMOD-SIGACT-SIGAI Symposium on Principles of Database Systems,"Circuit Treewidth, Sentential Decision, and Query Compilation"
10.1145/3137133.3137147,inproceedings,2017.0,Proceedings of the 4th ACM International Conference on Systems for Energy-Efficient Built Environments,Enforcing fair grid energy access for controllable distributed solar capacity
10.1145/192757.192786,inproceedings,1994.0,Proceedings of the 1994 ACM European Conference on Hypermedia Technology,Accessing hyperdocuments through interactive dynamic maps
10.1145/2633948.2633953,inproceedings,2014.0,Proceedings of SLIP (System Level Interconnect Prediction) on System Level Interconnect Prediction Workshop,Range-based Dynamic Routing of Hierarchical On Chip Network Traffic
10.1145/2513383.2513433,inproceedings,2013.0,Proceedings of the 15th International ACM SIGACCESS Conference on Computers and Accessibility,A haptic ATM interface to assist visually impaired users
10.1145/2254556.2254691,inproceedings,2012.0,Proceedings of the International Working Conference on Advanced Visual Interfaces,Semantic road networks for recommender systems
,inproceedings,2017.0,Proceedings of the 32nd Annual ACM/IEEE Symposium on Logic in Computer Science,The homomorphism problem for regular graph patterns
10.1145/2566486.2567991,inproceedings,2014.0,Proceedings of the 23rd International Conference on World Wide Web,Personalized collaborative clustering
,inproceedings,2011.0,Proceedings of the Conference on Empirical Methods in Natural Language Processing,Literal and metaphorical sense identification through concrete and abstract context
10.1145/3152494.3152503,inproceedings,2018.0,Proceedings of the ACM India Joint International Conference on Data Science and Management of Data,Product discovery from E-commerce listings via deep text parsing
10.1145/2512349.2512802,inproceedings,2013.0,Proceedings of the 2013 ACM International Conference on Interactive Tabletops and Surfaces,Pen and touch gestural environment for document editing on interactive tabletops
,article,2015.0,J. Mach. Learn. Res.,Batch learning from logged bandit feedback through counterfactual risk minimization
10.1145/2677758.2677769,inproceedings,2014.0,Proceedings of the 2014 Conference on Interactive Entertainment,Generating Funny Dialogue between Robots based on Japanese Traditional Comedy Entertainment
10.1145/1164820.1164847,inproceedings,2006.0,Proceedings of the 1st International Conference on Information Interaction in Context,Contextual relevance feedback
10.1145/2636240.2636868,inproceedings,2014.0,Proceedings of the 7th International Symposium on Visual Information Communication and Interaction,Using Your Fingers to Think: Interactive Exploration of Subjective Constraints
10.1145/2462932.2462950,inproceedings,2012.0,Proceedings of the Eighth Annual International Symposium on Wikis and Open Collaboration,Towards content-driven reputation for collaborative code repositories
10.1145/2557642.2579368,inproceedings,2014.0,Proceedings of the 5th ACM Multimedia Systems Conference,Augmented video viewing: transforming video consumption into an active experience
10.1145/2701973.2701976,inproceedings,2015.0,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts,Robot Trustworthiness: Guidelines for Simulated Emotion
10.1145/2382936.2383058,inproceedings,2012.0,"Proceedings of the ACM Conference on Bioinformatics, Computational Biology and Biomedicine",A system for acquiring and management of ECG signals by using mobile devices: a support for first intervention in heart attacks
10.1145/2623330.2623655,inproceedings,2014.0,Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Core decomposition of uncertain graphs
10.1145/3131151.3131164,inproceedings,2017.0,Proceedings of the XXXI Brazilian Symposium on Software Engineering,Understanding Technical Debt at the Code Level from the Perspective of Software Developers
10.1145/3017680.3022430,inproceedings,2017.0,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,Hopper's Fables: A Mathematical Storytelling Adventure (Abstract Only)
10.1145/2661829.2662038,inproceedings,2014.0,Proceedings of the 23rd ACM International Conference on Conference on Information and Knowledge Management,RC-NET: A General Framework for Incorporating Knowledge into Word Representations
,inproceedings,2009.0,Proceedings of the 23rd British HCI Group Annual Conference on People and Computers: Celebrating People and Technology,Under my pillow: designing security for children's special things
10.1109/TASLP.2015.2497248,article,2016.0,"IEEE/ACM Trans. Audio, Speech and Lang. Proc.",Speaker and channel factors in text-dependent speaker recognition
10.1145/2970815,article,2016.0,ACM Trans. Model. Perform. Eval. Comput. Syst.,On Fair Attribution of Costs Under Peak-Based Pricing to Cloud Tenants
,inproceedings,2010.0,Proceedings of the Winter Simulation Conference,Performance measures for ranking and selection procedures
,inproceedings,2012.0,Proceedings of the International Symposium on Sketch-Based Interfaces and Modeling,Geological storytelling: graphically exploring and communicating geological sketches
10.1145/1450579.1450587,inproceedings,2008.0,Proceedings of the 2008 ACM Symposium on Virtual Reality Software and Technology,ACTIF: an interactor centric interaction framework
10.1145/2694805.2694807,inproceedings,2015.0,Proceedings of the Second Workshop on Cryptography and Security in Computing Systems,A new Definition and Classification of Physical Unclonable Functions
10.1145/2494091.2500248,inproceedings,2013.0,Proceedings of the 2013 ACM Conference on Pervasive and Ubiquitous Computing Adjunct Publication,Sharing bubbles: reflections on offline multi-surface scenarios
10.1145/612201.612220,inproceedings,1959.0,Preprints of Papers Presented at the 14th National Meeting of the Association for Computing Machinery,A machine language for documentation and information retrieval
10.1145/2600428.2609556,inproceedings,2014.0,Proceedings of the 37th International ACM SIGIR Conference on Research    amp; Development in Information Retrieval,An adaptive teleportation random walk model for learning social tag relevance
10.1145/2071423.2071425,inproceedings,2011.0,Proceedings of the 8th International Conference on Advances in Computer Entertainment Technology,An imaginary friend that connects with the user's emotions
,inproceedings,2006.0,Proceedings of the 20th International Conference on Parallel and Distributed Processing,Applying single processor algorithms to schedule tasks on reconfigurable devices respecting reconfiguration times
10.1145/1178823.1178895,inproceedings,2006.0,Proceedings of the 2006 ACM SIGCHI International Conference on Advances in Computer Entertainment Technology,NeGAS: logo based authoring environment for 3D computer animation
10.1145/1891903.1891936,inproceedings,2010.0,International Conference on Multimodal Interfaces and the Workshop on Machine Learning for Multimodal Interaction,PhotoMagnets: supporting flexible browsing and searching in photo collections
10.1007/978-3-642-25489-5_23,inproceedings,2011.0,Proceedings of the 4th International Conference on Intelligent Robotics and Applications - Volume Part II,Motion control strategies for humanoids based on ergonomics
10.1145/1178677.1178714,inproceedings,2006.0,Proceedings of the 8th ACM International Workshop on Multimedia Information Retrieval,Scalable search-based image annotation of personal images
10.1145/1570433.1570459,inproceedings,2009.0,Proceedings of the 1st ACM SIGCHI Symposium on Engineering Interactive Computing Systems,FRAP: a framework for pervasive games
10.1145/3132847.3132918,inproceedings,2017.0,Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,Learning Node Embeddings in Interaction Graphs
10.1145/1326554.1326555,article,2008.0,J. ACM,Towards 3-query locally decodable codes of subexponential length
10.1145/1148550.1148552,inproceedings,2005.0,Proceedings of the 17th Conference on l'Interaction Homme-Machine,"Saisie de donn\'{e}es pour interfaces r\'{e}duites avec Glyph: principes, niveaux de saisie et \'{e}valuations th\'{e}oriques"
10.1145/3292500.3330753,inproceedings,2019.0,Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery    amp; Data Mining,Understanding Consumer Journey using Attention based Recurrent Neural Networks
10.1145/2944165.2944168,inproceedings,2016.0,Proceedings of the 2nd Africa and Middle East Conference on Software Engineering,Self-management of Distributed Computing Using Hybrid-Computing Elements
10.1145/2927929.2927933,inproceedings,2016.0,Proceedings of the 2016 Virtual Reality International Conference,ANSIBLE: social connectedness through a virtual world in an isolated Mars simulation mission
,inproceedings,2013.0,Proceedings of the 5th International Workshop on Software Engineering in Health Care,Software engineering in health care: is it really different? and how to gain impact
10.1145/3143434.3143435,inproceedings,2017.0,Proceedings of the 27th International Workshop on Software Measurement and 12th International Conference on Software Process and Product Measurement,3-D visualization of dynamic runtime structures
10.1145/323706.323791,inproceedings,1999.0,Proceedings of the 7th International Conference on Artificial Intelligence and Law,Intelligent jurisprudence research: a new concept
10.1145/2448196.2448221,inproceedings,2013.0,Proceedings of the ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,Texture brush: an interactive surface texturing interface
10.1145/1639714.1639802,inproceedings,2009.0,Proceedings of the Third ACM Conference on Recommender Systems,Situation-aware trust management
,inproceedings,2006.0,Proceedings of the Eighth International Workshop on Tree Adjoining Grammar and Related Formalisms,The weak generative capacity of linear tree-adjoining grammars
10.1145/2686612.2686613,inproceedings,2014.0,Proceedings of the 26th Australian Computer-Human Interaction Conference on Designing Futures: The Future of Design,Aesthetic resources for technology-mediated bodily self-reflection: the case of eloquent robes
10.1145/2441776.2441897,inproceedings,2013.0,Proceedings of the 2013 Conference on Computer Supported Cooperative Work,Arguments about deletion: how experience improves the acceptability of arguments in ad-hoc online task groups
10.1145/1753326.1753706,inproceedings,2010.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Code bubbles: a working set-based interface for code understanding and maintenance
10.1145/270563.571468,article,1997.0,SIGACT News,"Review of Isomorphisms of Types: from λ-calculus to information retrieval and language design by Roberto Di Cosmo (Birkhauser, 1995)"
10.1145/1963192.1963243,inproceedings,2011.0,Proceedings of the 20th International Conference Companion on World Wide Web,Generalized fact-finding
10.1145/1979742.1979665,inproceedings,2011.0,CHI '11 Extended Abstracts on Human Factors in Computing Systems,Flo: raising family awareness about electricity use
10.1145/2465780.2465785,article,2013.0,ACM Trans. Appl. Percept.,Learning to walk in virtual reality
10.1145/2897518.2897525,inproceedings,2016.0,Proceedings of the Forty-Eighth Annual ACM Symposium on Theory of Computing,Repairing Reed-solomon codes
,inproceedings,2010.0,Proceedings of the 73rd ASIS   amp;T Annual Meeting on Navigating Streams in an Information Ecosystem - Volume 47,Questions are content: a taxonomy of questions in a microblogging environment
,inproceedings,2008.0,Proceedings of the 1st Eurographics Conference on 3D Object Retrieval,Part analogies in sets of objects
,inproceedings,2010.0,Proceedings of the 11th Annual International Digital Government Research Conference on Public Administration Online: Challenges and Opportunities,Connecting cloud infrastructures with shared services
10.1145/1005361.1005363,article,2004.0,ACM Trans. Comput.-Hum. Interact.,In pursuit of desktop evolution: User problems and practices with modern desktop systems
10.1145/2461912.2461915,article,2013.0,ACM Trans. Graph.,Reciprocal frame structures made easy
10.1109/TASLP.2016.2533858,article,2016.0,"IEEE/ACM Trans. Audio, Speech and Lang. Proc.",An end-to-end neural network for polyphonic piano music transcription
10.1145/1836049.1836068,inproceedings,2010.0,Proceedings of the 15th International Conference on Web 3D Technology,ChartFlight: from spreadsheets to computer-animated data flights
10.1145/2470654.2481318,inproceedings,2013.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,TouchViz: a case study comparing two interfaces for data analytics on tablets
10.1145/1385569.1385613,inproceedings,2008.0,Proceedings of the Working Conference on Advanced Visual Interfaces,A physics-based approach for interactive manipulation of graph visualizations
10.1145/2804302.2804310,inproceedings,2015.0,Proceedings of the 2015 ACM SIGPLAN Symposium on Haskell,Functional pearl: getting a quick fix on comonads
